country,type,weekday,year,month,day,localtime,timeofday
usa,Underground,Saturday,1966,4,23,6:55:26,Morning
usa,Underground,Monday,1966,4,25,11:38:00,Morning
usa,Underground,Friday,1966,4,29,6:33:00,Morning
usa,Underground,Wednesday,1966,5,4,6:32:17,Morning
usa,Underground,Thursday,1966,5,5,7:00:00,Morning
usa,Underground,Friday,1966,5,6,8:00:00,Morning
usa,Underground,Thursday,1966,5,12,12:37:26,Afternoon
usa,Underground,Friday,1966,5,13,6:30:00,Morning
usa,Underground,Thursday,1966,5,19,6:56:28,Morning
usa,Underground,Friday,1966,5,27,13:00:00,Afternoon
usa,Underground,Thursday,1966,6,2,8:30:00,Morning
usa,Underground,Friday,1966,6,3,7:00:00,Morning
usa,Underground,Friday,1966,6,10,7:30:00,Morning
usa,Underground,Wednesday,1966,6,15,10:00:00,Morning
usa,Underground,Wednesday,1966,6,15,11:02:47,Morning
usa,Underground,Saturday,1966,6,25,10:13:00,Morning
usa,Underground,Thursday,1966,6,30,15:15:00,Afternoon
usa,Underground,Thursday,1966,7,28,8:33:30,Morning
usa,Underground,Wednesday,1966,8,10,6:16:00,Morning
usa,Underground,Friday,1966,8,12,8:36:00,Morning
usa,Underground,Monday,1966,9,12,8:30:01,Morning
usa,Underground,Friday,1966,9,23,11:00:00,Morning
usa,Underground,Thursday,1966,9,29,7:45:30,Morning
usa,Underground,Saturday,1966,10,15,12:00:00,Afternoon
usa,Underground,Saturday,1966,11,5,6:45:00,Morning
usa,Underground,Friday,1966,11,11,4:00:00,Night
usa,Underground,Friday,1966,11,18,7:02:00,Morning
usa,Underground,Tuesday,1966,11,22,7:00:00,Morning
usa,Underground,Saturday,1966,12,3,4:15:00,Night
usa,Underground,Tuesday,1966,12,13,9:50:00,Morning
usa,Underground,Tuesday,1966,12,13,13:00:00,Afternoon
usa,Underground,Tuesday,1966,12,20,7:30:00,Morning
usa,Underground,Wednesday,1967,1,18,6:55:00,Morning
usa,Underground,Thursday,1967,1,19,8:45:00,Morning
usa,Underground,Friday,1967,1,20,9:40:04,Morning
usa,Underground,Thursday,1967,1,26,8:30:00,Morning
usa,Underground,Wednesday,1967,2,8,7:15:00,Morning
usa,Underground,Thursday,1967,2,23,10:34:00,Morning
usa,Underground,Thursday,1967,2,23,10:50:00,Morning
usa,Underground,Thursday,1967,3,2,7:00:00,Morning
usa,Underground,Friday,1967,3,3,7:19:00,Morning
usa,Underground,Friday,1967,3,10,7:00:00,Morning
usa,Underground,Tuesday,1967,4,4,6:20:00,Morning
usa,Underground,Thursday,1967,4,6,7:00:00,Morning
usa,Underground,Friday,1967,4,7,7:00:00,Morning
usa,Underground,Friday,1967,4,21,7:09:00,Morning
usa,Underground,Thursday,1967,4,27,6:45:00,Morning
usa,Underground,Wednesday,1967,5,10,6:40:00,Morning
usa,Underground,Saturday,1967,5,20,8:00:00,Morning
usa,Underground,Tuesday,1967,5,23,7:00:00,Morning
usa,Underground,Friday,1967,5,26,5:30:00,Night
usa,Underground,Friday,1967,5,26,8:00:02,Morning
usa,Underground,Thursday,1967,6,22,6:10:00,Morning
usa,Underground,Monday,1967,6,26,9:00:00,Morning
usa,Underground,Thursday,1967,6,29,4:25:00,Night
usa,Underground,Friday,1967,7,14,6:30:00,Morning
usa,Underground,Thursday,1967,7,27,6:00:00,Morning
usa,Underground,Friday,1967,8,4,7:00:00,Morning
usa,Underground,Thursday,1967,8,10,7:10:00,Morning
usa,Underground,Friday,1967,8,18,13:12:30,Afternoon
usa,Underground,Thursday,1967,8,24,6:30:00,Morning
usa,Underground,Thursday,1967,8,31,9:30:00,Morning
usa,Underground,Thursday,1967,9,7,6:45:00,Morning
usa,Underground,Friday,1967,9,15,10:30:00,Morning
usa,Underground,Thursday,1967,9,21,13:45:00,Afternoon
usa,Underground,Wednesday,1967,9,27,10:00:00,Morning
usa,Underground,Wednesday,1967,10,18,7:30:00,Morning
usa,Underground,Wednesday,1967,10,25,7:30:00,Morning
usa,Underground,Wednesday,1967,10,25,7:30:00,Morning
usa,Underground,Wednesday,1967,10,25,7:45:00,Morning
usa,Underground,Wednesday,1967,11,8,7:00:00,Morning
usa,Underground,Wednesday,1967,12,6,5:00:00,Night
usa,Underground,Sunday,1967,12,10,11:30:00,Morning
usa,Underground,Friday,1967,12,15,7:00:00,Morning
usa,Underground,Thursday,1968,1,18,8:30:00,Morning
usa,Underground,Friday,1968,1,19,7:00:00,Morning
usa,Underground,Friday,1968,1,19,10:15:00,Morning
usa,Underground,Wednesday,1968,1,24,7:00:00,Morning
usa,Crater,Friday,1968,1,26,8:00:00,Morning
usa,Underground,Wednesday,1968,1,31,7:30:00,Morning
usa,Underground,Wednesday,1968,2,21,7:00:00,Morning
usa,Underground,Wednesday,1968,2,21,7:30:00,Morning
usa,Underground,Thursday,1968,2,29,9:08:30,Morning
usa,Underground,Tuesday,1968,3,5,7:30:00,Morning
usa,Crater,Tuesday,1968,3,12,9:04:00,Morning
usa,Crater,Tuesday,1968,3,12,9:04:00,Morning
usa,Crater,Tuesday,1968,3,12,9:04:00,Morning
usa,Crater,Tuesday,1968,3,12,9:04:00,Morning
usa,Crater,Tuesday,1968,3,12,9:04:00,Morning
usa,Underground,Thursday,1968,3,14,7:19:00,Morning
usa,Underground,Friday,1968,3,22,7:00:00,Morning
usa,Underground,Monday,1968,3,25,10:44:27,Morning
usa,Underground,Thursday,1968,4,4,7:02:00,Morning
usa,Underground,Wednesday,1968,4,10,6:00:00,Morning
usa,Underground,Wednesday,1968,4,10,6:00:00,Morning
usa,Underground,Thursday,1968,4,18,6:05:00,Morning
usa,Underground,Tuesday,1968,4,23,9:01:30,Morning
usa,Underground,Friday,1968,4,26,7:00:00,Morning
usa,Underground,Friday,1968,5,3,9:00:00,Morning
usa,Underground,Wednesday,1968,5,8,7:10:00,Morning
usa,Underground,Friday,1968,5,17,6:00:00,Morning
usa,Underground,Tuesday,1968,5,28,7:45:00,Morning
usa,Underground,Wednesday,1968,6,5,7:21:30,Morning
usa,Underground,Thursday,1968,6,6,14:30:00,Afternoon
usa,Underground,Thursday,1968,6,6,14:30:00,Afternoon
usa,Underground,Thursday,1968,6,6,14:30:00,Afternoon
usa,Underground,Thursday,1968,6,6,14:30:00,Afternoon
usa,Underground,Thursday,1968,6,6,14:30:00,Afternoon
usa,Underground,Saturday,1968,6,15,7:00:00,Morning
usa,Underground,Tuesday,1968,6,25,8:30:00,Morning
usa,Underground,Tuesday,1968,6,25,8:30:00,Morning
usa,Underground,Friday,1968,6,28,5:22:00,Night
usa,Underground,Wednesday,1968,7,17,7:00:00,Morning
usa,Underground,Tuesday,1968,7,30,6:00:00,Morning
usa,Underground,Friday,1968,8,9,6:00:00,Morning
usa,Underground,Thursday,1968,8,15,10:00:00,Morning
usa,Underground,Tuesday,1968,8,27,9:30:00,Morning
usa,Underground,Thursday,1968,8,29,15:45:00,Afternoon
usa,Underground,Friday,1968,9,6,7:00:00,Morning
usa,Underground,Thursday,1968,9,12,7:00:00,Morning
usa,Underground,Tuesday,1968,9,17,7:00:00,Morning
usa,Underground,Tuesday,1968,9,24,10:05:01,Morning
usa,Underground,Thursday,1968,10,3,7:00:00,Morning
usa,Underground,Thursday,1968,10,3,7:29:00,Morning
usa,Underground,Thursday,1968,10,10,7:30:00,Morning
usa,Underground,Tuesday,1968,10,29,7:36:00,Morning
usa,Underground,Thursday,1968,10,31,10:30:00,Morning
usa,Underground,Thursday,1968,10,31,10:30:00,Morning
usa,Underground,Thursday,1968,10,31,10:30:00,Morning
usa,Underground,Monday,1968,11,4,7:15:00,Morning
usa,Underground,Monday,1968,11,4,7:16:00,Morning
usa,Underground,Monday,1968,11,4,7:16:00,Morning
usa,Underground,Friday,1968,11,15,7:30:00,Morning
usa,Underground,Friday,1968,11,15,7:45:00,Morning
usa,Underground,Wednesday,1968,11,20,10:00:00,Morning
usa,Underground,Friday,1968,11,22,8:19:00,Morning
usa,Crater,Sunday,1968,12,8,8:00:00,Morning
usa,Underground,Thursday,1968,12,12,7:00:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:10:00,Morning
usa,Underground,Thursday,1968,12,12,7:20:00,Morning
usa,Underground,Thursday,1968,12,19,8:30:00,Morning
usa,Underground,Wednesday,1969,1,15,11:00:00,Morning
usa,Underground,Wednesday,1969,1,15,11:30:00,Morning
usa,Underground,Wednesday,1969,1,22,7:00:00,Morning
usa,Underground,Thursday,1969,1,30,7:00:00,Morning
usa,Underground,Thursday,1969,1,30,7:17:00,Morning
usa,Underground,Tuesday,1969,2,4,7:00:00,Morning
usa,Underground,Tuesday,1969,2,4,7:00:00,Morning
usa,Underground,Wednesday,1969,2,12,8:18:21,Morning
usa,Underground,Tuesday,1969,3,18,6:30:00,Morning
usa,Underground,Tuesday,1969,3,18,6:40:00,Morning
usa,Underground,Thursday,1969,3,20,10:12:00,Morning
usa,Underground,Friday,1969,3,21,6:30:00,Morning
usa,Underground,Thursday,1969,4,24,5:04:00,Night
usa,Underground,Thursday,1969,4,24,5:04:00,Night
usa,Underground,Wednesday,1969,4,30,10:00:00,Morning
usa,Underground,Wednesday,1969,4,30,10:00:00,Morning
usa,Underground,Wednesday,1969,5,7,6:45:00,Morning
usa,Underground,Thursday,1969,5,15,11:00:00,Morning
usa,Underground,Tuesday,1969,5,27,7:00:00,Morning
usa,Underground,Tuesday,1969,5,27,7:00:00,Morning
usa,Underground,Tuesday,1969,5,27,7:15:00,Morning
usa,Underground,Thursday,1969,6,12,7:00:00,Morning
usa,Underground,Thursday,1969,6,26,9:00:00,Morning
usa,Underground,Thursday,1969,6,26,9:00:00,Morning
usa,Underground,Wednesday,1969,7,16,6:02:30,Morning
usa,Underground,Wednesday,1969,7,16,7:55:00,Morning
usa,Underground,Thursday,1969,8,14,7:30:00,Morning
usa,Underground,Thursday,1969,8,14,7:30:00,Morning
usa,Underground,Wednesday,1969,8,27,6:45:00,Morning
usa,Underground,Wednesday,1969,8,27,6:45:00,Morning
usa,Underground,Wednesday,1969,9,10,14:00:00,Afternoon
usa,Underground,Friday,1969,9,12,11:02:20,Morning
usa,Underground,Tuesday,1969,9,16,7:30:00,Morning
usa,Underground,Saturday,1969,9,20,7:30:00,Morning
usa,Underground,Saturday,1969,9,20,7:30:00,Morning
usa,Underground,Wednesday,1969,10,1,7:30:00,Morning
usa,Underground,Wednesday,1969,10,1,7:30:00,Morning
usa,Underground,Wednesday,1969,10,1,7:30:00,Morning
usa,Underground,Thursday,1969,10,2,15:06:00,Afternoon
usa,Underground,Wednesday,1969,10,8,7:30:00,Morning
usa,Underground,Thursday,1969,10,16,7:00:00,Morning
usa,Underground,Wednesday,1969,10,29,11:30:00,Morning
usa,Underground,Wednesday,1969,10,29,12:00:00,Afternoon
usa,Underground,Wednesday,1969,10,29,12:00:00,Afternoon
usa,Underground,Wednesday,1969,10,29,12:00:00,Afternoon
usa,Underground,Wednesday,1969,10,29,12:00:00,Afternoon
usa,Underground,Wednesday,1969,10,29,14:01:51,Afternoon
usa,Underground,Thursday,1969,11,13,7:15:00,Morning
usa,Underground,Friday,1969,11,21,6:52:00,Morning
usa,Underground,Friday,1969,11,21,6:52:00,Morning
usa,Underground,Friday,1969,12,5,9:00:00,Morning
usa,Underground,Wednesday,1969,12,10,7:00:00,Morning
usa,Underground,Wednesday,1969,12,10,7:00:00,Morning
usa,Underground,Wednesday,1969,12,10,7:30:00,Morning
usa,Underground,Wednesday,1969,12,10,7:30:00,Morning
usa,Underground,Wednesday,1969,12,10,7:30:00,Morning
usa,Underground,Wednesday,1969,12,10,7:30:00,Morning
usa,Underground,Wednesday,1969,12,17,7:00:00,Morning
usa,Underground,Wednesday,1969,12,17,7:15:00,Morning
usa,Underground,Thursday,1969,12,18,11:00:00,Morning
usa,Underground,Thursday,1969,12,18,11:00:00,Morning
usa,Underground,Friday,1970,1,23,8:30:00,Morning
usa,Underground,Friday,1970,1,23,8:30:00,Morning
usa,Underground,Friday,1970,1,23,8:30:00,Morning
usa,Underground,Friday,1970,1,30,9:00:00,Morning
usa,Underground,Wednesday,1970,2,4,9:00:00,Morning
usa,Underground,Wednesday,1970,2,4,9:00:00,Morning
usa,Underground,Thursday,1970,2,5,7:00:00,Morning
usa,Underground,Wednesday,1970,2,11,11:15:00,Morning
usa,Underground,Wednesday,1970,2,25,6:28:38,Morning
usa,Underground,Thursday,1970,2,26,7:30:00,Morning
usa,Underground,Thursday,1970,2,26,7:30:00,Morning
usa,Underground,Thursday,1970,2,26,7:30:00,Morning
usa,Underground,Friday,1970,3,6,6:24:01,Morning
usa,Underground,Friday,1970,3,6,7:00:00,Morning
usa,Underground,Friday,1970,3,6,7:00:00,Morning
usa,Underground,Friday,1970,3,6,7:00:00,Morning
usa,Underground,Thursday,1970,3,19,6:03:30,Morning
usa,Underground,Monday,1970,3,23,15:05:00,Afternoon
usa,Underground,Thursday,1970,3,26,11:00:00,Morning
usa,Underground,Tuesday,1970,4,21,6:30:00,Morning
usa,Underground,Tuesday,1970,4,21,7:00:00,Morning
usa,Underground,Tuesday,1970,4,21,7:00:00,Morning
usa,Underground,Friday,1970,5,1,7:13:00,Morning
usa,Underground,Friday,1970,5,1,7:25:00,Morning
usa,Underground,Friday,1970,5,1,7:40:00,Morning
usa,Underground,Friday,1970,5,1,7:40:00,Morning
usa,Underground,Tuesday,1970,5,5,8:30:00,Morning
usa,Underground,Tuesday,1970,5,12,7:00:00,Morning
usa,Underground,Friday,1970,5,15,6:30:00,Morning
usa,Underground,Friday,1970,5,15,6:30:00,Morning
usa,Underground,Thursday,1970,5,21,7:00:00,Morning
usa,Underground,Thursday,1970,5,21,7:15:00,Morning
usa,Underground,Tuesday,1970,5,26,7:16:00,Morning
usa,Underground,Tuesday,1970,5,26,8:00:00,Morning
usa,Underground,Tuesday,1970,5,26,8:00:00,Morning
usa,Underground,Tuesday,1970,5,26,8:00:00,Morning
usa,Underground,Thursday,1970,5,28,4:45:00,Night
usa,Underground,Thursday,1970,5,28,5:00:00,Night
usa,Underground,Thursday,1970,5,28,5:00:00,Night
usa,Underground,Friday,1970,6,26,6:00:00,Morning
usa,Underground,Friday,1970,6,26,6:00:00,Morning
usa,Underground,Tuesday,1970,10,13,8:05:00,Morning
usa,Underground,Tuesday,1970,10,13,8:05:00,Morning
usa,Underground,Tuesday,1970,10,13,8:05:00,Morning
usa,Underground,Wednesday,1970,10,14,7:30:00,Morning
usa,Underground,Wednesday,1970,10,28,6:30:00,Morning
usa,Underground,Wednesday,1970,10,28,6:30:00,Morning
usa,Underground,Wednesday,1970,10,28,6:30:00,Morning
usa,Underground,Thursday,1970,11,5,7:00:00,Morning
usa,Underground,Thursday,1970,11,19,7:00:00,Morning
usa,Underground,Thursday,1970,12,3,7:07:00,Morning
usa,Underground,Thursday,1970,12,3,7:07:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Wednesday,1970,12,16,8:00:00,Morning
usa,Underground,Thursday,1970,12,17,8:05:00,Morning
usa,Underground,Friday,1970,12,18,7:30:00,Morning
usa,Underground,Wednesday,1971,6,16,7:50:00,Morning
usa,Underground,Wednesday,1971,6,23,7:00:00,Morning
usa,Underground,Wednesday,1971,6,23,8:30:00,Morning
usa,Underground,Thursday,1971,6,24,7:00:00,Morning
usa,Underground,Tuesday,1971,6,29,11:30:00,Morning
usa,Underground,Thursday,1971,7,1,7:00:00,Morning
usa,Underground,Thursday,1971,7,8,7:00:00,Morning
usa,Underground,Friday,1971,7,9,7:00:00,Morning
usa,Underground,Wednesday,1971,7,21,6:33:00,Morning
usa,Underground,Wednesday,1971,8,4,6:30:00,Morning
usa,Underground,Thursday,1971,8,5,11:07:45,Morning
usa,Underground,Thursday,1971,8,5,11:07:45,Morning
usa,Underground,Friday,1971,8,6,7:31:00,Morning
usa,Underground,Wednesday,1971,8,18,7:00:00,Morning
usa,Underground,Wednesday,1971,9,22,7:00:00,Morning
usa,Underground,Wednesday,1971,9,22,7:00:00,Morning
usa,Underground,Wednesday,1971,9,22,7:00:00,Morning
usa,Underground,Wednesday,1971,9,22,7:00:00,Morning
usa,Underground,Wednesday,1971,9,29,7:00:00,Morning
usa,Underground,Wednesday,1971,9,29,7:30:00,Morning
usa,Underground,Friday,1971,10,8,7:30:00,Morning
usa,Underground,Thursday,1971,10,14,7:30:00,Morning
usa,Underground,Saturday,1971,11,6,14:00:00,Afternoon
usa,Underground,Wednesday,1971,11,24,12:15:00,Afternoon
usa,Underground,Tuesday,1971,11,30,7:45:00,Morning
usa,Underground,Tuesday,1971,12,14,13:09:59,Afternoon
usa,Underground,Tuesday,1971,12,14,13:10:01,Afternoon
usa,Underground,Tuesday,1971,12,14,13:10:01,Afternoon
usa,Underground,Wednesday,1972,1,5,7:10:00,Morning
usa,Underground,Thursday,1972,2,3,13:45:00,Afternoon
usa,Underground,Thursday,1972,2,17,11:02:00,Morning
usa,Underground,Thursday,1972,3,23,10:50:00,Morning
usa,Underground,Thursday,1972,3,30,13:00:00,Afternoon
usa,Underground,Thursday,1972,3,30,13:00:00,Afternoon
usa,Underground,Wednesday,1972,4,19,8:32:00,Morning
usa,Underground,Wednesday,1972,4,19,8:42:00,Morning
usa,Underground,Tuesday,1972,5,2,12:15:00,Afternoon
usa,Underground,Thursday,1972,5,11,7:00:00,Morning
usa,Underground,Wednesday,1972,5,17,7:10:00,Morning
usa,Underground,Friday,1972,5,19,10:00:00,Morning
usa,Underground,Wednesday,1972,6,7,8:20:00,Morning
usa,Underground,Wednesday,1972,6,28,7:41:00,Morning
usa,Underground,Wednesday,1972,6,28,9:30:00,Morning
usa,Underground,Wednesday,1972,6,28,9:30:03,Morning
usa,Underground,Thursday,1972,7,20,10:16:00,Morning
usa,Underground,Tuesday,1972,7,25,6:30:00,Morning
usa,Underground,Wednesday,1972,8,9,6:31:10,Morning
usa,Underground,Wednesday,1972,8,9,6:31:10,Morning
usa,Underground,Wednesday,1972,8,9,6:31:10,Morning
usa,Underground,Thursday,1972,9,21,8:30:00,Morning
usa,Underground,Tuesday,1972,9,26,7:30:00,Morning
usa,Underground,Thursday,1972,11,9,7:15:00,Morning
usa,Underground,Thursday,1972,11,9,10:15:00,Morning
usa,Underground,Friday,1972,11,17,10:00:00,Morning
usa,Underground,Friday,1972,11,17,10:00:00,Morning
usa,Underground,Tuesday,1972,12,12,8:30:00,Morning
usa,Underground,Thursday,1972,12,14,7:30:00,Morning
usa,Underground,Thursday,1972,12,21,12:15:00,Afternoon
usa,Underground,Thursday,1972,12,21,12:15:24,Afternoon
usa,Underground,Thursday,1972,12,21,12:15:24,Afternoon
usa,Underground,Wednesday,1973,2,14,7:30:00,Morning
usa,Underground,Thursday,1973,3,8,8:10:00,Morning
usa,Underground,Friday,1973,3,23,12:15:00,Afternoon
usa,Underground,Thursday,1973,4,5,6:50:00,Morning
usa,Underground,Wednesday,1973,4,25,14:25:00,Afternoon
usa,Underground,Wednesday,1973,4,25,14:25:00,Afternoon
usa,Underground,Thursday,1973,4,26,7:15:00,Morning
usa,Underground,Thursday,1973,4,26,9:15:00,Morning
usa,Underground,Wednesday,1973,5,9,6:30:00,Morning
usa,Underground,Thursday,1973,5,17,9:00:00,Morning
usa,Underground,Thursday,1973,5,17,9:00:00,Morning
usa,Underground,Thursday,1973,5,17,9:00:00,Morning
usa,Underground,Thursday,1973,5,24,6:30:00,Morning
usa,Underground,Thursday,1973,5,24,7:30:00,Morning
usa,Underground,Tuesday,1973,6,5,10:00:00,Morning
usa,Underground,Wednesday,1973,6,6,6:00:00,Morning
usa,Underground,Thursday,1973,6,21,7:45:00,Morning
usa,Underground,Thursday,1973,6,28,12:15:12,Afternoon
usa,Underground,Thursday,1973,6,28,12:45:00,Afternoon
usa,Underground,Tuesday,1973,10,2,7:30:00,Morning
usa,Underground,Tuesday,1973,10,2,8:15:00,Morning
usa,Underground,Friday,1973,10,12,10:00:00,Morning
usa,Underground,Wednesday,1973,11,28,7:30:00,Morning
usa,Underground,Wednesday,1973,12,12,11:00:00,Morning
usa,Underground,Thursday,1973,12,13,7:17:00,Morning
usa,Underground,Wednesday,1973,12,19,10:30:00,Morning
usa,Underground,Wednesday,1973,12,19,11:16:00,Morning
usa,Underground,Thursday,1974,1,10,8:38:00,Morning
usa,Underground,Thursday,1974,1,10,8:38:00,Morning
usa,Underground,Thursday,1974,1,10,8:38:00,Morning
usa,Underground,Wednesday,1974,2,27,10:00:00,Morning
usa,Underground,Thursday,1974,3,14,10:00:00,Morning
usa,Underground,Friday,1974,4,12,8:15:00,Morning
usa,Underground,Tuesday,1974,4,23,8:13:00,Morning
usa,Underground,Wednesday,1974,5,1,7:02:00,Morning
usa,Underground,Wednesday,1974,5,8,9:55:00,Morning
usa,Underground,Wednesday,1974,5,22,7:15:00,Morning
usa,Underground,Thursday,1974,6,6,7:40:00,Morning
usa,Underground,Wednesday,1974,6,19,9:00:00,Morning
usa,Underground,Wednesday,1974,7,10,9:00:00,Morning
usa,Underground,Thursday,1974,7,18,7:00:01,Morning
usa,Underground,Thursday,1974,7,18,7:00:01,Morning
usa,Underground,Wednesday,1974,8,14,7:00:00,Morning
usa,Underground,Friday,1974,8,30,8:00:00,Morning
usa,Underground,Wednesday,1974,9,25,7:00:00,Morning
usa,Underground,Thursday,1974,9,26,7:30:00,Morning
usa,Underground,Thursday,1974,9,26,8:05:00,Morning
usa,Underground,Thursday,1974,10,17,10:13:00,Morning
usa,Underground,Monday,1974,10,28,7:00:00,Morning
usa,Underground,Saturday,1974,11,2,7:30:00,Morning
usa,Underground,Tuesday,1974,11,26,7:00:01,Morning
usa,Underground,Monday,1974,12,16,9:30:00,Morning
usa,Underground,Thursday,1975,2,6,7:30:00,Morning
usa,Underground,Thursday,1975,2,6,7:30:00,Morning
usa,Underground,Thursday,1975,2,6,8:13:00,Morning
usa,Underground,Wednesday,1975,2,19,12:10:00,Afternoon
usa,Underground,Friday,1975,2,28,9:15:00,Morning
usa,Underground,Friday,1975,3,7,9:00:00,Morning
usa,Underground,Saturday,1975,4,5,12:45:00,Afternoon
usa,Underground,Thursday,1975,4,24,7:10:00,Morning
usa,Underground,Wednesday,1975,4,30,8:00:01,Morning
usa,Underground,Wednesday,1975,5,14,7:00:00,Morning
usa,Underground,Tuesday,1975,6,3,7:20:00,Morning
usa,Underground,Tuesday,1975,6,3,7:40:00,Morning
usa,Underground,Wednesday,1975,6,11,6:00:00,Morning
usa,Underground,Wednesday,1975,6,18,4:49:00,Night
usa,Underground,Thursday,1975,6,19,6:00:00,Morning
usa,Underground,Thursday,1975,6,26,5:30:00,Night
usa,Underground,Saturday,1975,9,6,10:00:00,Morning
usa,Underground,Friday,1975,10,24,10:11:26,Morning
usa,Underground,Tuesday,1975,10,28,6:30:00,Morning
usa,Underground,Tuesday,1975,11,18,7:30:00,Morning
usa,Underground,Thursday,1975,11,20,7:00:00,Morning
usa,Underground,Wednesday,1975,11,26,7:30:00,Morning
usa,Underground,Saturday,1975,12,20,12:00:00,Afternoon
usa,Underground,Saturday,1976,1,3,11:15:00,Morning
usa,Underground,Wednesday,1976,2,4,6:20:00,Morning
usa,Underground,Wednesday,1976,2,4,6:40:00,Morning
usa,Underground,Thursday,1976,2,12,6:45:00,Morning
usa,Underground,Saturday,1976,2,14,3:30:00,Night
usa,Underground,Thursday,1976,2,26,6:50:00,Morning
usa,Underground,Tuesday,1976,3,9,6:00:00,Morning
usa,Underground,Sunday,1976,3,14,4:30:00,Night
usa,Underground,Wednesday,1976,3,17,6:15:00,Morning
usa,Underground,Wednesday,1976,3,17,6:45:00,Morning
usa,Underground,Wednesday,1976,5,12,12:50:00,Afternoon
usa,Underground,Thursday,1976,5,20,10:30:00,Morning
usa,Underground,Tuesday,1976,7,27,13:30:00,Afternoon
usa,Underground,Wednesday,1976,10,6,7:30:00,Morning
usa,Underground,Wednesday,1976,11,10,6:58:00,Morning
usa,Underground,Tuesday,1976,11,23,7:15:00,Morning
usa,Underground,Wednesday,1976,12,8,6:49:30,Morning
usa,Underground,Tuesday,1976,12,21,7:09:00,Morning
usa,Underground,Tuesday,1976,12,21,7:58:00,Morning
usa,Underground,Tuesday,1976,12,28,10:00:00,Morning
usa,Underground,Wednesday,1977,2,16,9:53:00,Morning
usa,Underground,Wednesday,1977,2,16,9:53:00,Morning
usa,Underground,Tuesday,1977,3,8,6:24:00,Morning
usa,Underground,Tuesday,1977,3,8,6:24:00,Morning
usa,Underground,Tuesday,1977,4,5,7:00:00,Morning
usa,Underground,Wednesday,1977,4,27,8:00:00,Morning
usa,Underground,Wednesday,1977,5,25,10:00:00,Morning
usa,Underground,Thursday,1977,6,2,10:15:00,Morning
usa,Underground,Thursday,1977,7,28,7:07:00,Morning
usa,Underground,Thursday,1977,8,4,9:40:00,Morning
usa,Underground,Tuesday,1977,8,16,7:41:00,Morning
usa,Underground,Tuesday,1977,8,16,7:41:00,Morning
usa,Underground,Tuesday,1977,8,16,8:49:00,Morning
usa,Underground,Friday,1977,8,19,10:32:00,Morning
usa,Underground,Friday,1977,8,19,10:55:00,Morning
usa,Underground,Thursday,1977,9,15,7:36:30,Morning
usa,Underground,Tuesday,1977,9,27,7:00:00,Morning
usa,Underground,Wednesday,1977,10,26,7:15:00,Morning
usa,Underground,Tuesday,1977,11,1,10:06:00,Morning
usa,Underground,Wednesday,1977,11,9,14:00:00,Afternoon
usa,Underground,Thursday,1977,11,17,11:30:00,Morning
usa,Underground,Wednesday,1977,12,14,7:00:00,Morning
usa,Underground,Wednesday,1977,12,14,7:30:00,Morning
usa,Underground,Monday,1978,2,13,13:53:00,Afternoon
usa,Underground,Thursday,1978,2,23,9:00:00,Morning
usa,Underground,Thursday,1978,3,16,7:00:00,Morning
usa,Underground,Thursday,1978,3,23,8:30:00,Morning
usa,Underground,Thursday,1978,3,23,8:30:00,Morning
usa,Underground,Tuesday,1978,4,11,9:45:00,Morning
usa,Underground,Tuesday,1978,4,25,6:35:00,Morning
usa,Underground,Wednesday,1978,5,10,8:00:00,Morning
usa,Underground,Thursday,1978,6,1,10:00:00,Morning
usa,Underground,Friday,1978,7,7,7:00:00,Morning
usa,Underground,Wednesday,1978,7,12,10:00:00,Morning
usa,Underground,Thursday,1978,8,31,7:00:00,Morning
usa,Underground,Wednesday,1978,9,13,8:15:00,Morning
usa,Underground,Wednesday,1978,9,27,9:30:00,Morning
usa,Underground,Wednesday,1978,9,27,9:30:00,Morning
usa,Underground,Wednesday,1978,9,27,10:00:00,Morning
usa,Underground,Wednesday,1978,9,27,10:20:00,Morning
usa,Underground,Thursday,1978,11,2,7:25:00,Morning
usa,Underground,Friday,1978,12,1,9:07:30,Morning
usa,Underground,Saturday,1978,12,16,7:30:00,Morning
usa,Underground,Wednesday,1979,1,24,10:00:00,Morning
usa,Underground,Thursday,1979,2,8,12:00:00,Afternoon
usa,Underground,Thursday,1979,2,15,10:05:00,Morning
usa,Underground,Wednesday,1979,3,14,10:30:00,Morning
usa,Underground,Friday,1979,5,11,9:00:00,Morning
usa,Underground,Monday,1979,6,11,7:00:00,Morning
usa,Underground,Wednesday,1979,6,20,8:00:14,Morning
usa,Underground,Thursday,1979,6,28,7:44:00,Morning
usa,Underground,Friday,1979,8,3,8:07:30,Morning
