country,type,weekday,year,month,day,date,localtime,date-localtime,timeofday,ISO8601Time
ussr,Underground,Saturday,1972,9,2,9/2/1972,11:57:00,9/2/1972 11:57:00,Morning,1972-09-02
ussr,Underground,Monday,1972,9,4,9/4/1972,10:00:00,9/4/1972 10:00:00,Morning,1972-09-04
usa,Underground,Thursday,1972,9,21,9/21/1972,8:30:00,9/21/1972 8:30:00,Morning,1972-09-21
ussr,Underground,Thursday,1972,9,21,9/21/1972,12:00:00,9/21/1972 12:00:00,Afternoon,1972-09-21
usa,Underground,Tuesday,1972,9,26,9/26/1972,7:30:00,9/26/1972 7:30:00,Morning,1972-09-26
ussr,Underground,Tuesday,1972,10,3,10/3/1972,12:00:00,10/3/1972 12:00:00,Afternoon,1972-10-03
ussr,Underground,Thursday,1972,11,2,11/2/1972,4:27:00,11/2/1972 4:27:00,Night,1972-11-02
usa,Underground,Thursday,1972,11,9,11/9/1972,7:15:00,11/9/1972 7:15:00,Morning,1972-11-09
usa,Underground,Thursday,1972,11,9,11/9/1972,10:15:00,11/9/1972 10:15:00,Morning,1972-11-09
usa,Underground,Friday,1972,11,17,11/17/1972,10:00:00,11/17/1972 10:00:00,Morning,1972-11-17
usa,Underground,Friday,1972,11,17,11/17/1972,10:00:00,11/17/1972 10:00:00,Morning,1972-11-17
ussr,Underground,Friday,1972,11,24,11/24/1972,12:00:00,11/24/1972 12:00:00,Afternoon,1972-11-24
ussr,Underground,Friday,1972,11,24,11/24/1972,13:00:00,11/24/1972 13:00:00,Afternoon,1972-11-24
ussr,Underground,Sunday,1972,12,10,12/10/1972,7:27:00,12/10/1972 7:27:00,Morning,1972-12-10
ussr,Underground,Sunday,1972,12,10,12/10/1972,7:27:00,12/10/1972 7:27:00,Morning,1972-12-10
ussr,Underground,Sunday,1972,12,10,12/10/1972,7:27:10,12/10/1972 7:27:10,Morning,1972-12-10
usa,Underground,Tuesday,1972,12,12,12/12/1972,8:30:00,12/12/1972 8:30:00,Morning,1972-12-12
usa,Underground,Thursday,1972,12,14,12/14/1972,7:30:00,12/14/1972 7:30:00,Morning,1972-12-14
usa,Underground,Thursday,1972,12,21,12/21/1972,12:15:00,12/21/1972 12:15:00,Afternoon,1972-12-21
usa,Underground,Thursday,1972,12,21,12/21/1972,12:15:24,12/21/1972 12:15:24,Afternoon,1972-12-21
usa,Underground,Thursday,1972,12,21,12/21/1972,12:15:24,12/21/1972 12:15:24,Afternoon,1972-12-21
ussr,Underground,Thursday,1972,12,28,12/28/1972,7:27:00,12/28/1972 7:27:00,Morning,1972-12-28
usa,Underground,Wednesday,1973,2,14,2/14/1973,7:30:00,2/14/1973 7:30:00,Morning,1973-02-14
ussr,Underground,Friday,1973,2,16,2/16/1973,8:03:00,2/16/1973 8:03:00,Morning,1973-02-16
usa,Underground,Thursday,1973,3,8,3/8/1973,8:10:00,3/8/1973 8:10:00,Morning,1973-03-08
usa,Underground,Friday,1973,3,23,3/23/1973,12:15:00,3/23/1973 12:15:00,Afternoon,1973-03-23
usa,Underground,Thursday,1973,4,5,4/5/1973,6:50:00,4/5/1973 6:50:00,Morning,1973-04-05
ussr,Underground,Thursday,1973,4,19,4/19/1973,7:33:00,4/19/1973 7:33:00,Morning,1973-04-19
usa,Underground,Wednesday,1973,4,25,4/25/1973,14:25:00,4/25/1973 14:25:00,Afternoon,1973-04-25
usa,Underground,Wednesday,1973,4,25,4/25/1973,14:25:00,4/25/1973 14:25:00,Afternoon,1973-04-25
usa,Underground,Thursday,1973,4,26,4/26/1973,7:15:00,4/26/1973 7:15:00,Morning,1973-04-26
usa,Underground,Thursday,1973,4,26,4/26/1973,9:15:00,4/26/1973 9:15:00,Morning,1973-04-26
usa,Underground,Wednesday,1973,5,9,5/9/1973,6:30:00,5/9/1973 6:30:00,Morning,1973-05-09
usa,Underground,Thursday,1973,5,17,5/17/1973,9:00:00,5/17/1973 9:00:00,Morning,1973-05-17
usa,Underground,Thursday,1973,5,17,5/17/1973,9:00:00,5/17/1973 9:00:00,Morning,1973-05-17
usa,Underground,Thursday,1973,5,17,5/17/1973,9:00:00,5/17/1973 9:00:00,Morning,1973-05-17
usa,Underground,Thursday,1973,5,24,5/24/1973,6:30:00,5/24/1973 6:30:00,Morning,1973-05-24
usa,Underground,Thursday,1973,5,24,5/24/1973,7:30:00,5/24/1973 7:30:00,Morning,1973-05-24
usa,Underground,Tuesday,1973,6,5,6/5/1973,10:00:00,6/5/1973 10:00:00,Morning,1973-06-05
usa,Underground,Wednesday,1973,6,6,6/6/1973,6:00:00,6/6/1973 6:00:00,Morning,1973-06-06
usa,Underground,Thursday,1973,6,21,6/21/1973,7:45:00,6/21/1973 7:45:00,Morning,1973-06-21
prc,Atmospheric,Wednesday,1973,6,27,6/27/1973,11:59:46,6/27/1973 11:59:46,Morning,1973-06-27
usa,Underground,Thursday,1973,6,28,6/28/1973,12:15:12,6/28/1973 12:15:12,Afternoon,1973-06-28
usa,Underground,Thursday,1973,6,28,6/28/1973,12:45:00,6/28/1973 12:45:00,Afternoon,1973-06-28
ussr,Underground,Tuesday,1973,7,10,7/10/1973,4:27:00,7/10/1973 4:27:00,Night,1973-07-10
ussr,Underground,Tuesday,1973,7,10,7/10/1973,4:27:00,7/10/1973 4:27:00,Night,1973-07-10
ussr,Underground,Tuesday,1973,7,10,7/10/1973,4:27:00,7/10/1973 4:27:00,Night,1973-07-10
fr,Atmospheric,Saturday,1973,7,21,7/21/1973,19:00:00,7/21/1973 19:00:00,Evening,1973-07-21
ussr,Underground,Monday,1973,7,23,7/23/1973,4:23:00,7/23/1973 4:23:00,Night,1973-07-23
fr,Atmospheric,Saturday,1973,7,28,7/28/1973,0:06:00,7/28/1973 0:06:00,Night,1973-07-28
ussr,Underground,Wednesday,1973,8,15,8/15/1973,5:00:00,8/15/1973 5:00:00,Night,1973-08-15
fr,Atmospheric,Saturday,1973,8,18,8/18/1973,19:15:00,8/18/1973 19:15:00,Evening,1973-08-18
fr,Atmospheric,Friday,1973,8,24,8/24/1973,19:00:00,8/24/1973 19:00:00,Evening,1973-08-24
ussr,Underground,Tuesday,1973,8,28,8/28/1973,6:00:00,8/28/1973 6:00:00,Morning,1973-08-28
fr,Atmospheric,Tuesday,1973,8,28,8/28/1973,19:30:00,8/28/1973 19:30:00,Evening,1973-08-28
ussr,Underground,Wednesday,1973,9,12,9/12/1973,9:59:55,9/12/1973 9:59:55,Morning,1973-09-12
ussr,Underground,Wednesday,1973,9,12,9/12/1973,9:59:55,9/12/1973 9:59:55,Morning,1973-09-12
ussr,Underground,Wednesday,1973,9,12,9/12/1973,9:59:55,9/12/1973 9:59:55,Morning,1973-09-12
ussr,Underground,Wednesday,1973,9,12,9/12/1973,9:59:55,9/12/1973 9:59:55,Morning,1973-09-12
fr,Atmospheric,Thursday,1973,9,13,9/13/1973,16:42:00,9/13/1973 16:42:00,Afternoon,1973-09-13
ussr,Underground,Wednesday,1973,9,19,9/19/1973,6:00:00,9/19/1973 6:00:00,Morning,1973-09-19
ussr,Underground,Thursday,1973,9,20,9/20/1973,3:00:00,9/20/1973 3:00:00,Night,1973-09-20
ussr,Underground,Thursday,1973,9,27,9/27/1973,10:00:01,9/27/1973 10:00:01,Morning,1973-09-27
ussr,Underground,Sunday,1973,9,30,9/30/1973,8:00:00,9/30/1973 8:00:00,Morning,1973-09-30
usa,Underground,Tuesday,1973,10,2,10/2/1973,7:30:00,10/2/1973 7:30:00,Morning,1973-10-02
usa,Underground,Tuesday,1973,10,2,10/2/1973,8:15:00,10/2/1973 8:15:00,Morning,1973-10-02
usa,Underground,Friday,1973,10,12,10/12/1973,10:00:00,10/12/1973 10:00:00,Morning,1973-10-12
ussr,Underground,Friday,1973,10,26,10/26/1973,7:27:00,10/26/1973 7:27:00,Morning,1973-10-26
ussr,Underground,Friday,1973,10,26,10/26/1973,9:00:00,10/26/1973 9:00:00,Morning,1973-10-26
ussr,Underground,Saturday,1973,10,27,10/27/1973,10:00:01,10/27/1973 10:00:01,Morning,1973-10-27
ussr,Underground,Sunday,1973,11,4,11/4/1973,6:57:00,11/4/1973 6:57:00,Morning,1973-11-04
usa,Underground,Wednesday,1973,11,28,11/28/1973,7:30:00,11/28/1973 7:30:00,Morning,1973-11-28
usa,Underground,Wednesday,1973,12,12,12/12/1973,11:00:00,12/12/1973 11:00:00,Morning,1973-12-12
usa,Underground,Thursday,1973,12,13,12/13/1973,7:17:00,12/13/1973 7:17:00,Morning,1973-12-13
ussr,Underground,Friday,1973,12,14,12/14/1973,10:47:00,12/14/1973 10:47:00,Morning,1973-12-14
usa,Underground,Wednesday,1973,12,19,12/19/1973,10:30:00,12/19/1973 10:30:00,Morning,1973-12-19
usa,Underground,Wednesday,1973,12,19,12/19/1973,11:16:00,12/19/1973 11:16:00,Morning,1973-12-19
ussr,Underground,Monday,1973,12,31,12/31/1973,7:03:00,12/31/1973 7:03:00,Morning,1973-12-31
usa,Underground,Thursday,1974,1,10,1/10/1974,8:38:00,1/10/1974 8:38:00,Morning,1974-01-10
usa,Underground,Thursday,1974,1,10,1/10/1974,8:38:00,1/10/1974 8:38:00,Morning,1974-01-10
usa,Underground,Thursday,1974,1,10,1/10/1974,8:38:00,1/10/1974 8:38:00,Morning,1974-01-10
ussr,Underground,Wednesday,1974,1,30,1/30/1974,7:57:05,1/30/1974 7:57:05,Morning,1974-01-30
ussr,Underground,Wednesday,1974,1,30,1/30/1974,7:57:05,1/30/1974 7:57:05,Morning,1974-01-30
ussr,Underground,Wednesday,1974,1,30,1/30/1974,7:57:05,1/30/1974 7:57:05,Morning,1974-01-30
usa,Underground,Wednesday,1974,2,27,2/27/1974,10:00:00,2/27/1974 10:00:00,Morning,1974-02-27
ussr,Underground,Thursday,1974,2,28,2/28/1974,3:00:00,2/28/1974 3:00:00,Night,1974-02-28
usa,Underground,Thursday,1974,3,14,3/14/1974,10:00:00,3/14/1974 10:00:00,Morning,1974-03-14
usa,Underground,Friday,1974,4,12,4/12/1974,8:15:00,4/12/1974 8:15:00,Morning,1974-04-12
ussr,Underground,Tuesday,1974,4,16,4/16/1974,8:53:00,4/16/1974 8:53:00,Morning,1974-04-16
usa,Underground,Tuesday,1974,4,23,4/23/1974,8:13:00,4/23/1974 8:13:00,Morning,1974-04-23
usa,Underground,Wednesday,1974,5,1,5/1/1974,7:02:00,5/1/1974 7:02:00,Morning,1974-05-01
usa,Underground,Wednesday,1974,5,8,5/8/1974,9:55:00,5/8/1974 9:55:00,Morning,1974-05-08
ussr,Underground,Thursday,1974,5,16,5/16/1974,6:03:00,5/16/1974 6:03:00,Morning,1974-05-16
usa,Underground,Wednesday,1974,5,22,5/22/1974,7:15:00,5/22/1974 7:15:00,Morning,1974-05-22
uk,Underground,Thursday,1974,5,23,5/23/1974,13:38:30,5/23/1974 13:38:30,Afternoon,1974-05-23
ussr,Underground,Friday,1974,5,31,5/31/1974,6:27:00,5/31/1974 6:27:00,Morning,1974-05-31
usa,Underground,Thursday,1974,6,6,6/6/1974,7:40:00,6/6/1974 7:40:00,Morning,1974-06-06
fr,Atmospheric,Sunday,1974,6,16,6/16/1974,18:30:00,6/16/1974 18:30:00,Evening,1974-06-16
prc,Atmospheric,Monday,1974,6,17,6/17/1974,13:59:53,6/17/1974 13:59:53,Afternoon,1974-06-17
usa,Underground,Wednesday,1974,6,19,6/19/1974,9:00:00,6/19/1974 9:00:00,Morning,1974-06-19
ussr,Underground,Tuesday,1974,6,25,6/25/1974,6:57:00,6/25/1974 6:57:00,Morning,1974-06-25
fr,Atmospheric,Monday,1974,7,1,7/1/1974,18:30:00,7/1/1974 18:30:00,Evening,1974-07-01
fr,Atmospheric,Sunday,1974,7,7,7/7/1974,0:15:00,7/7/1974 0:15:00,Night,1974-07-07
ussr,Underground,Monday,1974,7,8,7/8/1974,9:00:00,7/8/1974 9:00:00,Morning,1974-07-08
ussr,Underground,Wednesday,1974,7,10,7/10/1974,5:57:00,7/10/1974 5:57:00,Night,1974-07-10
usa,Underground,Wednesday,1974,7,10,7/10/1974,9:00:00,7/10/1974 9:00:00,Morning,1974-07-10
fr,Atmospheric,Wednesday,1974,7,17,7/17/1974,18:00:00,7/17/1974 18:00:00,Evening,1974-07-17
usa,Underground,Thursday,1974,7,18,7/18/1974,7:00:01,7/18/1974 7:00:01,Morning,1974-07-18
usa,Underground,Thursday,1974,7,18,7/18/1974,7:00:01,7/18/1974 7:00:01,Morning,1974-07-18
fr,Atmospheric,Thursday,1974,7,25,7/25/1974,18:30:00,7/25/1974 18:30:00,Evening,1974-07-25
fr,Atmospheric,Sunday,1974,7,28,7/28/1974,18:30:00,7/28/1974 18:30:00,Evening,1974-07-28
ussr,Underground,Monday,1974,7,29,7/29/1974,6:28:00,7/29/1974 6:28:00,Morning,1974-07-29
fr,Atmospheric,Wednesday,1974,8,14,8/14/1974,1:30:00,8/14/1974 1:30:00,Night,1974-08-14
usa,Underground,Wednesday,1974,8,14,8/14/1974,7:00:00,8/14/1974 7:00:00,Morning,1974-08-14
ussr,Underground,Wednesday,1974,8,14,8/14/1974,18:00:00,8/14/1974 18:00:00,Evening,1974-08-14
fr,Atmospheric,Saturday,1974,8,24,8/24/1974,0:45:00,8/24/1974 0:45:00,Night,1974-08-24
ussr,Underground,Thursday,1974,8,29,8/29/1974,12:59:56,8/29/1974 12:59:56,Afternoon,1974-08-29
ussr,Underground,Thursday,1974,8,29,8/29/1974,12:59:56,8/29/1974 12:59:56,Afternoon,1974-08-29
ussr,Underground,Thursday,1974,8,29,8/29/1974,12:59:56,8/29/1974 12:59:56,Afternoon,1974-08-29
ussr,Underground,Thursday,1974,8,29,8/29/1974,12:59:56,8/29/1974 12:59:56,Afternoon,1974-08-29
ussr,Underground,Thursday,1974,8,29,8/29/1974,12:59:56,8/29/1974 12:59:56,Afternoon,1974-08-29
ussr,Underground,Thursday,1974,8,29,8/29/1974,18:00:00,8/29/1974 18:00:00,Evening,1974-08-29
usa,Underground,Friday,1974,8,30,8/30/1974,8:00:00,8/30/1974 8:00:00,Morning,1974-08-30
ussr,Underground,Friday,1974,9,13,9/13/1974,6:03:00,9/13/1974 6:03:00,Morning,1974-09-13
fr,Atmospheric,Saturday,1974,9,14,9/14/1974,0:30:00,9/14/1974 0:30:00,Night,1974-09-14
usa,Underground,Wednesday,1974,9,25,9/25/1974,7:00:00,9/25/1974 7:00:00,Morning,1974-09-25
usa,Underground,Thursday,1974,9,26,9/26/1974,7:30:00,9/26/1974 7:30:00,Morning,1974-09-26
usa,Underground,Thursday,1974,9,26,9/26/1974,8:05:00,9/26/1974 8:05:00,Morning,1974-09-26
ussr,Underground,Wednesday,1974,10,2,10/2/1974,4:00:01,10/2/1974 4:00:01,Night,1974-10-02
ussr,Underground,Wednesday,1974,10,16,10/16/1974,9:33:00,10/16/1974 9:33:00,Morning,1974-10-16
usa,Underground,Thursday,1974,10,17,10/17/1974,10:13:00,10/17/1974 10:13:00,Morning,1974-10-17
usa,Underground,Monday,1974,10,28,10/28/1974,7:00:00,10/28/1974 7:00:00,Morning,1974-10-28
usa,Underground,Saturday,1974,11,2,11/2/1974,7:30:00,11/2/1974 7:30:00,Morning,1974-11-02
ussr,Underground,Saturday,1974,11,2,11/2/1974,8:00:00,11/2/1974 8:00:00,Morning,1974-11-02
usa,Underground,Tuesday,1974,11,26,11/26/1974,7:00:01,11/26/1974 7:00:01,Morning,1974-11-26
ussr,Underground,Thursday,1974,11,28,11/28/1974,8:57:00,11/28/1974 8:57:00,Morning,1974-11-28
ussr,Underground,Saturday,1974,12,7,12/7/1974,8:59:59,12/7/1974 8:59:59,Morning,1974-12-07
ussr,Underground,Monday,1974,12,16,12/16/1974,9:23:00,12/16/1974 9:23:00,Morning,1974-12-16
usa,Underground,Monday,1974,12,16,12/16/1974,9:30:00,12/16/1974 9:30:00,Morning,1974-12-16
ussr,Underground,Monday,1974,12,16,12/16/1974,9:41:00,12/16/1974 9:41:00,Morning,1974-12-16
ussr,Underground,Friday,1974,12,27,12/27/1974,8:46:59,12/27/1974 8:46:59,Morning,1974-12-27
usa,Underground,Thursday,1975,2,6,2/6/1975,7:30:00,2/6/1975 7:30:00,Morning,1975-02-06
usa,Underground,Thursday,1975,2,6,2/6/1975,7:30:00,2/6/1975 7:30:00,Morning,1975-02-06
usa,Underground,Thursday,1975,2,6,2/6/1975,8:13:00,2/6/1975 8:13:00,Morning,1975-02-06
usa,Underground,Wednesday,1975,2,19,2/19/1975,12:10:00,2/19/1975 12:10:00,Afternoon,1975-02-19
ussr,Underground,Thursday,1975,2,20,2/20/1975,8:33:00,2/20/1975 8:33:00,Morning,1975-02-20
ussr,Underground,Thursday,1975,2,20,2/20/1975,8:33:00,2/20/1975 8:33:00,Morning,1975-02-20
ussr,Underground,Thursday,1975,2,20,2/20/1975,8:33:00,2/20/1975 8:33:00,Morning,1975-02-20
ussr,Underground,Thursday,1975,2,20,2/20/1975,8:33:00,2/20/1975 8:33:00,Morning,1975-02-20
usa,Underground,Friday,1975,2,28,2/28/1975,9:15:00,2/28/1975 9:15:00,Morning,1975-02-28
usa,Underground,Friday,1975,3,7,3/7/1975,9:00:00,3/7/1975 9:00:00,Morning,1975-03-07
ussr,Underground,Tuesday,1975,3,11,3/11/1975,8:43:00,3/11/1975 8:43:00,Morning,1975-03-11
usa,Underground,Saturday,1975,4,5,4/5/1975,12:45:00,4/5/1975 12:45:00,Afternoon,1975-04-05
usa,Underground,Thursday,1975,4,24,4/24/1975,7:10:00,4/24/1975 7:10:00,Morning,1975-04-24
ussr,Underground,Friday,1975,4,25,4/25/1975,8:00:00,4/25/1975 8:00:00,Morning,1975-04-25
ussr,Underground,Sunday,1975,4,27,4/27/1975,8:37:00,4/27/1975 8:37:00,Morning,1975-04-27
usa,Underground,Wednesday,1975,4,30,4/30/1975,8:00:01,4/30/1975 8:00:01,Morning,1975-04-30
usa,Underground,Wednesday,1975,5,14,5/14/1975,7:00:00,5/14/1975 7:00:00,Morning,1975-05-14
usa,Underground,Tuesday,1975,6,3,6/3/1975,7:20:00,6/3/1975 7:20:00,Morning,1975-06-03
usa,Underground,Tuesday,1975,6,3,6/3/1975,7:40:00,6/3/1975 7:40:00,Morning,1975-06-03
fr,Underground,Thursday,1975,6,5,6/5/1975,19:15:00,6/5/1975 19:15:00,Evening,1975-06-05
ussr,Underground,Sunday,1975,6,8,6/8/1975,6:27:00,6/8/1975 6:27:00,Morning,1975-06-08
usa,Underground,Wednesday,1975,6,11,6/11/1975,6:00:00,6/11/1975 6:00:00,Morning,1975-06-11
usa,Underground,Wednesday,1975,6,18,6/18/1975,4:49:00,6/18/1975 4:49:00,Night,1975-06-18
usa,Underground,Thursday,1975,6,19,6/19/1975,6:00:00,6/19/1975 6:00:00,Morning,1975-06-19
usa,Underground,Thursday,1975,6,26,6/26/1975,5:30:00,6/26/1975 5:30:00,Night,1975-06-26
ussr,Underground,Monday,1975,6,30,6/30/1975,6:27:00,6/30/1975 6:27:00,Morning,1975-06-30
ussr,Underground,Tuesday,1975,7,15,7/15/1975,5:57:00,7/15/1975 5:57:00,Night,1975-07-15
ussr,Underground,Tuesday,1975,7,15,7/15/1975,5:57:00,7/15/1975 5:57:00,Night,1975-07-15
ussr,Underground,Thursday,1975,8,7,8/7/1975,6:57:00,8/7/1975 6:57:00,Morning,1975-08-07
ussr,Underground,Thursday,1975,8,7,8/7/1975,6:57:00,8/7/1975 6:57:00,Morning,1975-08-07
ussr,Underground,Tuesday,1975,8,12,8/12/1975,18:00:01,8/12/1975 18:00:01,Evening,1975-08-12
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
ussr,Underground,Saturday,1975,8,23,8/23/1975,11:59:58,8/23/1975 11:59:58,Morning,1975-08-23
usa,Underground,Saturday,1975,9,6,9/6/1975,10:00:00,9/6/1975 10:00:00,Morning,1975-09-06
ussr,Underground,Monday,1975,9,29,9/29/1975,14:00:00,9/29/1975 14:00:00,Afternoon,1975-09-29
ussr,Underground,Sunday,1975,10,5,10/5/1975,7:27:00,10/5/1975 7:27:00,Morning,1975-10-05
ussr,Underground,Saturday,1975,10,18,10/18/1975,11:59:59,10/18/1975 11:59:59,Morning,1975-10-18
ussr,Underground,Saturday,1975,10,18,10/18/1975,12:00:00,10/18/1975 12:00:00,Afternoon,1975-10-18
ussr,Underground,Saturday,1975,10,18,10/18/1975,12:00:00,10/18/1975 12:00:00,Afternoon,1975-10-18
ussr,Underground,Tuesday,1975,10,21,10/21/1975,14:59:58,10/21/1975 14:59:58,Afternoon,1975-10-21
ussr,Underground,Tuesday,1975,10,21,10/21/1975,14:59:58,10/21/1975 14:59:58,Afternoon,1975-10-21
ussr,Underground,Tuesday,1975,10,21,10/21/1975,14:59:58,10/21/1975 14:59:58,Afternoon,1975-10-21
ussr,Underground,Tuesday,1975,10,21,10/21/1975,14:59:58,10/21/1975 14:59:58,Afternoon,1975-10-21
ussr,Underground,Tuesday,1975,10,21,10/21/1975,14:59:58,10/21/1975 14:59:58,Afternoon,1975-10-21
usa,Underground,Friday,1975,10,24,10/24/1975,10:11:26,10/24/1975 10:11:26,Morning,1975-10-24
prc,Underground,Monday,1975,10,27,10/27/1975,8:59:58,10/27/1975 8:59:58,Morning,1975-10-27
usa,Underground,Tuesday,1975,10,28,10/28/1975,6:30:00,10/28/1975 6:30:00,Morning,1975-10-28
ussr,Underground,Wednesday,1975,10,29,10/29/1975,7:47:00,10/29/1975 7:47:00,Morning,1975-10-29
usa,Underground,Tuesday,1975,11,18,11/18/1975,7:30:00,11/18/1975 7:30:00,Morning,1975-11-18
usa,Underground,Thursday,1975,11,20,11/20/1975,7:00:00,11/20/1975 7:00:00,Morning,1975-11-20
fr,Underground,Wednesday,1975,11,26,11/26/1975,1:48:00,11/26/1975 1:48:00,Night,1975-11-26
usa,Underground,Wednesday,1975,11,26,11/26/1975,7:30:00,11/26/1975 7:30:00,Morning,1975-11-26
ussr,Underground,Saturday,1975,12,13,12/13/1975,7:57:00,12/13/1975 7:57:00,Morning,1975-12-13
usa,Underground,Saturday,1975,12,20,12/20/1975,12:00:00,12/20/1975 12:00:00,Afternoon,1975-12-20
ussr,Underground,Thursday,1975,12,25,12/25/1975,8:17:00,12/25/1975 8:17:00,Morning,1975-12-25
usa,Underground,Saturday,1976,1,3,1/3/1976,11:15:00,1/3/1976 11:15:00,Morning,1976-01-03
ussr,Underground,Thursday,1976,1,15,1/15/1976,7:47:00,1/15/1976 7:47:00,Morning,1976-01-15
prc,Atmospheric,Friday,1976,1,23,1/23/1976,14:00:00,1/23/1976 14:00:00,Afternoon,1976-01-23
usa,Underground,Wednesday,1976,2,4,2/4/1976,6:20:00,2/4/1976 6:20:00,Morning,1976-02-04
usa,Underground,Wednesday,1976,2,4,2/4/1976,6:40:00,2/4/1976 6:40:00,Morning,1976-02-04
usa,Underground,Thursday,1976,2,12,2/12/1976,6:45:00,2/12/1976 6:45:00,Morning,1976-02-12
usa,Underground,Saturday,1976,2,14,2/14/1976,3:30:00,2/14/1976 3:30:00,Night,1976-02-14
usa,Underground,Thursday,1976,2,26,2/26/1976,6:50:00,2/26/1976 6:50:00,Morning,1976-02-26
usa,Underground,Tuesday,1976,3,9,3/9/1976,6:00:00,3/9/1976 6:00:00,Morning,1976-03-09
usa,Underground,Sunday,1976,3,14,3/14/1976,4:30:00,3/14/1976 4:30:00,Night,1976-03-14
ussr,Underground,Wednesday,1976,3,17,3/17/1976,5:57:00,3/17/1976 5:57:00,Night,1976-03-17
usa,Underground,Wednesday,1976,3,17,3/17/1976,6:15:00,3/17/1976 6:15:00,Morning,1976-03-17
usa,Underground,Wednesday,1976,3,17,3/17/1976,6:45:00,3/17/1976 6:45:00,Morning,1976-03-17
ussr,Underground,Monday,1976,3,29,3/29/1976,10:00:00,3/29/1976 10:00:00,Morning,1976-03-29
fr,Underground,Saturday,1976,4,3,4/3/1976,19:07:00,4/3/1976 19:07:00,Evening,1976-04-03
ussr,Underground,Saturday,1976,4,10,4/10/1976,8:03:00,4/10/1976 8:03:00,Morning,1976-04-10
ussr,Underground,Wednesday,1976,4,21,4/21/1976,7:58:00,4/21/1976 7:58:00,Morning,1976-04-21
ussr,Underground,Wednesday,1976,4,21,4/21/1976,8:03:00,4/21/1976 8:03:00,Morning,1976-04-21
usa,Underground,Wednesday,1976,5,12,5/12/1976,12:50:00,5/12/1976 12:50:00,Afternoon,1976-05-12
ussr,Underground,Wednesday,1976,5,19,5/19/1976,5:57:00,5/19/1976 5:57:00,Night,1976-05-19
usa,Underground,Thursday,1976,5,20,5/20/1976,10:30:00,5/20/1976 10:30:00,Morning,1976-05-20
ussr,Underground,Wednesday,1976,6,9,6/9/1976,6:03:00,6/9/1976 6:03:00,Morning,1976-06-09
ussr,Underground,Sunday,1976,7,4,7/4/1976,5:57:00,7/4/1976 5:57:00,Night,1976-07-04
fr,Underground,Sunday,1976,7,11,7/11/1976,2:30:01,7/11/1976 2:30:01,Night,1976-07-11
fr,Underground,Thursday,1976,7,22,7/22/1976,21:00:00,7/22/1976 21:00:00,Evening,1976-07-22
ussr,Underground,Friday,1976,7,23,7/23/1976,5:33:00,7/23/1976 5:33:00,Night,1976-07-23
usa,Underground,Tuesday,1976,7,27,7/27/1976,13:30:00,7/27/1976 13:30:00,Afternoon,1976-07-27
ussr,Underground,Thursday,1976,7,29,7/29/1976,8:00:01,7/29/1976 8:00:01,Morning,1976-07-29
ussr,Underground,Wednesday,1976,8,4,8/4/1976,5:57:00,8/4/1976 5:57:00,Night,1976-08-04
uk,Underground,Thursday,1976,8,26,8/26/1976,14:30:00,8/26/1976 14:30:00,Afternoon,1976-08-26
ussr,Underground,Saturday,1976,8,28,8/28/1976,5:57:00,8/28/1976 5:57:00,Night,1976-08-28
prc,Atmospheric,Sunday,1976,9,26,9/26/1976,14:00:00,9/26/1976 14:00:00,Afternoon,1976-09-26
ussr,Underground,Wednesday,1976,9,29,9/29/1976,5:59:58,9/29/1976 5:59:58,Night,1976-09-29
ussr,Underground,Wednesday,1976,9,29,9/29/1976,5:59:58,9/29/1976 5:59:58,Night,1976-09-29
usa,Underground,Wednesday,1976,10,6,10/6/1976,7:30:00,10/6/1976 7:30:00,Morning,1976-10-06
prc,Underground,Sunday,1976,10,17,10/17/1976,12:59:59,10/17/1976 12:59:59,Afternoon,1976-10-17
ussr,Underground,Wednesday,1976,10,20,10/20/1976,10:59:58,10/20/1976 10:59:58,Morning,1976-10-20
ussr,Underground,Wednesday,1976,10,20,10/20/1976,10:59:58,10/20/1976 10:59:58,Morning,1976-10-20
ussr,Underground,Wednesday,1976,10,20,10/20/1976,10:59:58,10/20/1976 10:59:58,Morning,1976-10-20
ussr,Underground,Wednesday,1976,10,20,10/20/1976,10:59:58,10/20/1976 10:59:58,Morning,1976-10-20
ussr,Underground,Saturday,1976,10,30,10/30/1976,7:57:00,10/30/1976 7:57:00,Morning,1976-10-30
fr,Underground,Saturday,1976,10,30,10/30/1976,23:59:59,10/30/1976 23:59:59,Evening,1976-10-30
