country,type,weekday,year,month,day,date,localtime,date-localtime,timeofday,ISO8601Time
usa,Underground,Thursday,1964,6,11,6/11/1964,9:45:00,6/11/1964 9:45:00,Morning,1964-06-11
usa,Underground,Friday,1964,6,12,6/12/1964,7:01:00,6/12/1964 7:01:00,Morning,1964-06-12
fr,Underground,Monday,1964,6,15,6/15/1964,14:40:00,6/15/1964 14:40:00,Afternoon,1964-06-15
usa,Underground,Thursday,1964,6,18,6/18/1964,6:30:00,6/18/1964 6:30:00,Morning,1964-06-18
usa,Underground,Thursday,1964,6,25,6/25/1964,6:30:00,6/25/1964 6:30:00,Morning,1964-06-25
usa,Underground,Tuesday,1964,6,30,6/30/1964,6:33:00,6/30/1964 6:33:00,Morning,1964-06-30
usa,Underground,Thursday,1964,7,16,7/16/1964,6:15:00,7/16/1964 6:15:00,Morning,1964-07-16
uk,Underground,Friday,1964,7,17,7/17/1964,17:18:30,7/17/1964 17:18:30,Afternoon,1964-07-17
ussr,Underground,Sunday,1964,7,19,7/19/1964,9:00:01,7/19/1964 9:00:01,Morning,1964-07-19
usa,Underground,Thursday,1964,7,23,7/23/1964,6:30:00,7/23/1964 6:30:00,Morning,1964-07-23
usa,Underground,Friday,1964,7,24,7/24/1964,11:30:00,7/24/1964 11:30:00,Morning,1964-07-24
ussr,Underground,Tuesday,1964,8,18,8/18/1964,9:00:00,8/18/1964 9:00:00,Morning,1964-08-18
usa,Underground,Wednesday,1964,8,19,8/19/1964,9:00:00,8/19/1964 9:00:00,Morning,1964-08-19
usa,Underground,Saturday,1964,8,22,8/22/1964,15:17:00,8/22/1964 15:17:00,Afternoon,1964-08-22
usa,Underground,Thursday,1964,8,27,8/27/1964,7:30:00,8/27/1964 7:30:00,Morning,1964-08-27
usa,Underground,Friday,1964,8,28,8/28/1964,10:06:00,8/28/1964 10:06:00,Morning,1964-08-28
usa,Underground,Friday,1964,9,4,9/4/1964,11:15:00,9/4/1964 11:15:00,Morning,1964-09-04
usa,Underground,Friday,1964,9,11,9/11/1964,7:00:00,9/11/1964 7:00:00,Morning,1964-09-11
ussr,Underground,Friday,1964,9,18,9/18/1964,11:00:00,9/18/1964 11:00:00,Morning,1964-09-18
uk,Underground,Friday,1964,9,25,9/25/1964,17:02:00,9/25/1964 17:02:00,Afternoon,1964-09-25
ussr,Underground,Wednesday,1964,9,30,9/30/1964,3:00:00,9/30/1964 3:00:00,Night,1964-09-30
usa,Underground,Friday,1964,10,2,10/2/1964,13:03:00,10/2/1964 13:03:00,Afternoon,1964-10-02
usa,Underground,Friday,1964,10,9,10/9/1964,7:00:00,10/9/1964 7:00:00,Morning,1964-10-09
usa,Underground,Friday,1964,10,16,10/16/1964,8:59:30,10/16/1964 8:59:30,Morning,1964-10-16
usa,Underground,Friday,1964,10,16,10/16/1964,8:59:30,10/16/1964 8:59:30,Morning,1964-10-16
prc,Atmospheric,Friday,1964,10,16,10/16/1964,15:00:00,10/16/1964 15:00:00,Afternoon,1964-10-16
usa,Underground,Thursday,1964,10,22,10/22/1964,9:00:00,10/22/1964 9:00:00,Morning,1964-10-22
usa,Underground,Friday,1964,10,23,10/23/1964,8:00:01,10/23/1964 8:00:01,Morning,1964-10-23
ussr,Underground,Sunday,1964,10,25,10/25/1964,10:59:58,10/25/1964 10:59:58,Morning,1964-10-25
usa,Underground,Saturday,1964,10,31,10/31/1964,9:04:59,10/31/1964 9:04:59,Morning,1964-10-31
usa,Underground,Thursday,1964,11,5,11/5/1964,7:00:00,11/5/1964 7:00:00,Morning,1964-11-05
ussr,Underground,Monday,1964,11,16,11/16/1964,9:00:00,11/16/1964 9:00:00,Morning,1964-11-16
fr,Underground,Saturday,1964,11,28,11/28/1964,11:30:00,11/28/1964 11:30:00,Morning,1964-11-28
usa,Underground,Saturday,1964,12,5,12/5/1964,13:15:00,12/5/1964 13:15:00,Afternoon,1964-12-05
usa,Underground,Saturday,1964,12,5,12/5/1964,13:15:00,12/5/1964 13:15:00,Afternoon,1964-12-05
usa,Underground,Saturday,1964,12,5,12/5/1964,13:15:00,12/5/1964 13:15:00,Afternoon,1964-12-05
usa,Underground,Wednesday,1964,12,16,12/16/1964,12:00:00,12/16/1964 12:00:00,Afternoon,1964-12-16
usa,Underground,Wednesday,1964,12,16,12/16/1964,12:00:00,12/16/1964 12:00:00,Afternoon,1964-12-16
usa,Underground,Wednesday,1964,12,16,12/16/1964,12:00:00,12/16/1964 12:00:00,Afternoon,1964-12-16
usa,Underground,Wednesday,1964,12,16,12/16/1964,12:10:00,12/16/1964 12:10:00,Afternoon,1964-12-16
usa,Underground,Friday,1964,12,18,12/18/1964,11:35:00,12/18/1964 11:35:00,Morning,1964-12-18
usa,Underground,Thursday,1965,1,14,1/14/1965,8:00:00,1/14/1965 8:00:00,Morning,1965-01-14
ussr,Underground,Friday,1965,1,15,1/15/1965,9:00:01,1/15/1965 9:00:01,Morning,1965-01-15
usa,Underground,Friday,1965,1,29,1/29/1965,10:22:00,1/29/1965 10:22:00,Morning,1965-01-29
usa,Underground,Thursday,1965,2,4,2/4/1965,7:30:00,2/4/1965 7:30:00,Morning,1965-02-04
ussr,Underground,Thursday,1965,2,4,2/4/1965,9:00:00,2/4/1965 9:00:00,Morning,1965-02-04
usa,Underground,Friday,1965,2,12,2/12/1965,7:10:29,2/12/1965 7:10:29,Morning,1965-02-12
usa,Underground,Tuesday,1965,2,16,2/16/1965,9:30:00,2/16/1965 9:30:00,Morning,1965-02-16
usa,Underground,Thursday,1965,2,18,2/18/1965,8:18:47,2/18/1965 8:18:47,Morning,1965-02-18
usa,Underground,Friday,1965,2,19,2/19/1965,7:28:54,2/19/1965 7:28:54,Morning,1965-02-19
fr,Underground,Saturday,1965,2,27,2/27/1965,12:30:00,2/27/1965 12:30:00,Afternoon,1965-02-27
ussr,Underground,Wednesday,1965,3,3,3/3/1965,9:14:59,3/3/1965 9:14:59,Morning,1965-03-03
usa,Underground,Wednesday,1965,3,3,3/3/1965,11:13:00,3/3/1965 11:13:00,Morning,1965-03-03
usa,Underground,Saturday,1965,3,20,3/20/1965,7:30:49,3/20/1965 7:30:49,Morning,1965-03-20
usa,Underground,Friday,1965,3,26,3/26/1965,7:34:08,3/26/1965 7:34:08,Morning,1965-03-26
ussr,Underground,Saturday,1965,3,27,3/27/1965,9:30:00,3/27/1965 9:30:00,Morning,1965-03-27
ussr,Underground,Tuesday,1965,3,30,3/30/1965,11:00:00,3/30/1965 11:00:00,Morning,1965-03-30
ussr,Underground,Tuesday,1965,3,30,3/30/1965,11:00:00,3/30/1965 11:00:00,Morning,1965-03-30
usa,Underground,Monday,1965,4,5,4/5/1965,13:00:00,4/5/1965 13:00:00,Afternoon,1965-04-05
usa,Crater,Wednesday,1965,4,14,4/14/1965,5:14:00,4/14/1965 5:14:00,Night,1965-04-14
usa,Underground,Wednesday,1965,4,21,4/21/1965,14:00:00,4/21/1965 14:00:00,Afternoon,1965-04-21
usa,Underground,Thursday,1965,4,22,4/22/1965,5:39:00,4/22/1965 5:39:00,Night,1965-04-22
usa,Underground,Friday,1965,4,23,4/23/1965,13:44:00,4/23/1965 13:44:00,Afternoon,1965-04-23
usa,Underground,Friday,1965,5,7,5/7/1965,8:47:11,5/7/1965 8:47:11,Morning,1965-05-07
ussr,Underground,Tuesday,1965,5,11,5/11/1965,9:40:00,5/11/1965 9:40:00,Morning,1965-05-11
usa,Underground,Wednesday,1965,5,12,5/12/1965,11:15:00,5/12/1965 11:15:00,Morning,1965-05-12
usa,Underground,Friday,1965,5,14,5/14/1965,7:57:52,5/14/1965 7:57:52,Morning,1965-05-14
prc,Atmospheric,Friday,1965,5,14,5/14/1965,10:00:00,5/14/1965 10:00:00,Morning,1965-05-14
usa,Underground,Friday,1965,5,14,5/14/1965,10:32:36,5/14/1965 10:32:36,Morning,1965-05-14
usa,Underground,Friday,1965,5,21,5/21/1965,6:08:52,5/21/1965 6:08:52,Morning,1965-05-21
fr,Underground,Sunday,1965,5,30,5/30/1965,12:00:00,5/30/1965 12:00:00,Afternoon,1965-05-30
ussr,Underground,Thursday,1965,6,10,6/10/1965,10:00:00,6/10/1965 10:00:00,Morning,1965-06-10
usa,Underground,Friday,1965,6,11,6/11/1965,12:45:00,6/11/1965 12:45:00,Afternoon,1965-06-11
usa,Underground,Friday,1965,6,11,6/11/1965,13:28:37,6/11/1965 13:28:37,Afternoon,1965-06-11
usa,Underground,Wednesday,1965,6,16,6/16/1965,9:30:00,6/16/1965 9:30:00,Morning,1965-06-16
ussr,Underground,Thursday,1965,6,17,6/17/1965,6:45:00,6/17/1965 6:45:00,Morning,1965-06-17
usa,Underground,Thursday,1965,6,17,6/17/1965,10:00:00,6/17/1965 10:00:00,Morning,1965-06-17
usa,Underground,Friday,1965,7,16,7/16/1965,6:04:24,7/16/1965 6:04:24,Morning,1965-07-16
usa,Underground,Thursday,1965,7,22,7/22/1965,6:21:08,7/22/1965 6:21:08,Morning,1965-07-22
usa,Underground,Friday,1965,7,23,7/23/1965,10:00:00,7/23/1965 10:00:00,Morning,1965-07-23
ussr,Underground,Thursday,1965,7,29,7/29/1965,6:05:00,7/29/1965 6:05:00,Morning,1965-07-29
usa,Underground,Friday,1965,8,6,8/6/1965,10:23:30,8/6/1965 10:23:30,Morning,1965-08-06
usa,Underground,Saturday,1965,8,21,8/21/1965,6:43:08,8/21/1965 6:43:08,Morning,1965-08-21
usa,Underground,Friday,1965,8,27,8/27/1965,6:51:13,8/27/1965 6:51:13,Morning,1965-08-27
usa,Underground,Wednesday,1965,9,1,9/1/1965,13:08:00,9/1/1965 13:08:00,Afternoon,1965-09-01
usa,Underground,Wednesday,1965,9,1,9/1/1965,13:08:00,9/1/1965 13:08:00,Afternoon,1965-09-01
uk,Underground,Friday,1965,9,10,9/10/1965,17:12:00,9/10/1965 17:12:00,Afternoon,1965-09-10
ussr,Underground,Friday,1965,9,17,9/17/1965,7:00:00,9/17/1965 7:00:00,Morning,1965-09-17
usa,Underground,Friday,1965,9,17,9/17/1965,8:08:23,9/17/1965 8:08:23,Morning,1965-09-17
fr,Underground,Friday,1965,10,1,10/1/1965,11:00:00,10/1/1965 11:00:00,Morning,1965-10-01
ussr,Underground,Friday,1965,10,8,10/8/1965,9:00:00,10/8/1965 9:00:00,Morning,1965-10-08
ussr,Underground,Thursday,1965,10,14,10/14/1965,7:00:00,10/14/1965 7:00:00,Morning,1965-10-14
usa,Underground,Friday,1965,10,29,10/29/1965,14:00:00,10/29/1965 14:00:00,Afternoon,1965-10-29
usa,Underground,Friday,1965,11,12,11/12/1965,10:00:00,11/12/1965 10:00:00,Morning,1965-11-12
ussr,Underground,Sunday,1965,11,21,11/21/1965,7:58:00,11/21/1965 7:58:00,Morning,1965-11-21
usa,Underground,Tuesday,1965,11,23,11/23/1965,10:17:32,11/23/1965 10:17:32,Morning,1965-11-23
fr,Underground,Wednesday,1965,12,1,12/1/1965,11:30:00,12/1/1965 11:30:00,Morning,1965-12-01
usa,Underground,Friday,1965,12,3,12/3/1965,7:13:02,12/3/1965 7:13:02,Morning,1965-12-03
usa,Underground,Thursday,1965,12,16,12/16/1965,7:39:18,12/16/1965 7:39:18,Morning,1965-12-16
usa,Underground,Thursday,1965,12,16,12/16/1965,11:15:00,12/16/1965 11:15:00,Morning,1965-12-16
ussr,Underground,Friday,1965,12,24,12/24/1965,8:00:00,12/24/1965 8:00:00,Morning,1965-12-24
usa,Underground,Thursday,1966,1,13,1/13/1966,7:37:43,1/13/1966 7:37:43,Morning,1966-01-13
usa,Underground,Tuesday,1966,1,18,1/18/1966,10:35:00,1/18/1966 10:35:00,Morning,1966-01-18
usa,Underground,Tuesday,1966,1,18,1/18/1966,10:35:00,1/18/1966 10:35:00,Morning,1966-01-18
usa,Underground,Friday,1966,1,21,1/21/1966,10:28:00,1/21/1966 10:28:00,Morning,1966-01-21
usa,Underground,Saturday,1966,1,22,1/22/1966,7:17:19,1/22/1966 7:17:19,Morning,1966-01-22
usa,Underground,Thursday,1966,2,3,2/3/1966,10:17:37,2/3/1966 10:17:37,Morning,1966-02-03
ussr,Underground,Sunday,1966,2,13,2/13/1966,7:58:00,2/13/1966 7:58:00,Morning,1966-02-13
fr,Underground,Wednesday,1966,2,16,2/16/1966,12:00:00,2/16/1966 12:00:00,Afternoon,1966-02-16
usa,Underground,Thursday,1966,2,24,2/24/1966,7:55:07,2/24/1966 7:55:07,Morning,1966-02-24
usa,Underground,Saturday,1966,3,5,3/5/1966,10:15:00,3/5/1966 10:15:00,Morning,1966-03-05
usa,Underground,Monday,1966,3,7,3/7/1966,10:41:00,3/7/1966 10:41:00,Morning,1966-03-07
usa,Underground,Monday,1966,3,7,3/7/1966,10:41:00,3/7/1966 10:41:00,Morning,1966-03-07
usa,Underground,Saturday,1966,3,12,3/12/1966,10:04:13,3/12/1966 10:04:13,Morning,1966-03-12
usa,Underground,Friday,1966,3,18,3/18/1966,11:00:00,3/18/1966 11:00:00,Morning,1966-03-18
ussr,Underground,Sunday,1966,3,20,3/20/1966,8:50:00,3/20/1966 8:50:00,Morning,1966-03-20
usa,Underground,Thursday,1966,3,24,3/24/1966,6:55:28,3/24/1966 6:55:28,Morning,1966-03-24
usa,Underground,Friday,1966,4,1,4/1/1966,10:40:00,4/1/1966 10:40:00,Morning,1966-04-01
usa,Underground,Wednesday,1966,4,6,4/6/1966,5:57:17,4/6/1966 5:57:17,Night,1966-04-06
usa,Underground,Thursday,1966,4,7,4/7/1966,14:27:30,4/7/1966 14:27:30,Afternoon,1966-04-07
usa,Underground,Thursday,1966,4,14,4/14/1966,6:13:43,4/14/1966 6:13:43,Morning,1966-04-14
ussr,Underground,Thursday,1966,4,21,4/21/1966,6:58:00,4/21/1966 6:58:00,Morning,1966-04-21
ussr,Underground,Friday,1966,4,22,4/22/1966,5:58:00,4/22/1966 5:58:00,Night,1966-04-22
usa,Underground,Saturday,1966,4,23,4/23/1966,6:55:26,4/23/1966 6:55:26,Morning,1966-04-23
usa,Underground,Monday,1966,4,25,4/25/1966,11:38:00,4/25/1966 11:38:00,Morning,1966-04-25
usa,Underground,Friday,1966,4,29,4/29/1966,6:33:00,4/29/1966 6:33:00,Morning,1966-04-29
usa,Underground,Wednesday,1966,5,4,5/4/1966,6:32:17,5/4/1966 6:32:17,Morning,1966-05-04
usa,Underground,Thursday,1966,5,5,5/5/1966,7:00:00,5/5/1966 7:00:00,Morning,1966-05-05
usa,Underground,Friday,1966,5,6,5/6/1966,8:00:00,5/6/1966 8:00:00,Morning,1966-05-06
ussr,Underground,Saturday,1966,5,7,5/7/1966,6:58:00,5/7/1966 6:58:00,Morning,1966-05-07
prc,Atmospheric,Monday,1966,5,9,5/9/1966,16:00:00,5/9/1966 16:00:00,Afternoon,1966-05-09
usa,Underground,Thursday,1966,5,12,5/12/1966,12:37:26,5/12/1966 12:37:26,Afternoon,1966-05-12
usa,Underground,Friday,1966,5,13,5/13/1966,6:30:00,5/13/1966 6:30:00,Morning,1966-05-13
usa,Underground,Thursday,1966,5,19,5/19/1966,6:56:28,5/19/1966 6:56:28,Morning,1966-05-19
usa,Underground,Friday,1966,5,27,5/27/1966,13:00:00,5/27/1966 13:00:00,Afternoon,1966-05-27
usa,Underground,Thursday,1966,6,2,6/2/1966,8:30:00,6/2/1966 8:30:00,Morning,1966-06-02
usa,Underground,Friday,1966,6,3,6/3/1966,7:00:00,6/3/1966 7:00:00,Morning,1966-06-03
usa,Underground,Friday,1966,6,10,6/10/1966,7:30:00,6/10/1966 7:30:00,Morning,1966-06-10
usa,Underground,Wednesday,1966,6,15,6/15/1966,10:00:00,6/15/1966 10:00:00,Morning,1966-06-15
usa,Underground,Wednesday,1966,6,15,6/15/1966,11:02:47,6/15/1966 11:02:47,Morning,1966-06-15
usa,Underground,Saturday,1966,6,25,6/25/1966,10:13:00,6/25/1966 10:13:00,Morning,1966-06-25
ussr,Underground,Wednesday,1966,6,29,6/29/1966,9:58:01,6/29/1966 9:58:01,Morning,1966-06-29
usa,Underground,Thursday,1966,6,30,6/30/1966,15:15:00,6/30/1966 15:15:00,Afternoon,1966-06-30
fr,Atmospheric,Saturday,1966,7,2,7/2/1966,16:34:00,7/2/1966 16:34:00,Afternoon,1966-07-02
fr,Atmospheric,Tuesday,1966,7,19,7/19/1966,16:05:00,7/19/1966 16:05:00,Afternoon,1966-07-19
ussr,Underground,Thursday,1966,7,21,7/21/1966,6:58:00,7/21/1966 6:58:00,Morning,1966-07-21
fr,Atmospheric,Thursday,1966,7,21,7/21/1966,13:00:00,7/21/1966 13:00:00,Afternoon,1966-07-21
usa,Underground,Thursday,1966,7,28,7/28/1966,8:33:30,7/28/1966 8:33:30,Morning,1966-07-28
ussr,Underground,Friday,1966,8,5,8/5/1966,6:58:00,8/5/1966 6:58:00,Morning,1966-08-05
usa,Underground,Wednesday,1966,8,10,8/10/1966,6:16:00,8/10/1966 6:16:00,Morning,1966-08-10
usa,Underground,Friday,1966,8,12,8/12/1966,8:36:00,8/12/1966 8:36:00,Morning,1966-08-12
ussr,Underground,Friday,1966,8,19,8/19/1966,6:53:00,8/19/1966 6:53:00,Morning,1966-08-19
ussr,Underground,Wednesday,1966,9,7,9/7/1966,6:52:00,9/7/1966 6:52:00,Morning,1966-09-07
fr,Atmospheric,Sunday,1966,9,11,9/11/1966,18:30:00,9/11/1966 18:30:00,Evening,1966-09-11
usa,Underground,Monday,1966,9,12,9/12/1966,8:30:01,9/12/1966 8:30:01,Morning,1966-09-12
usa,Underground,Friday,1966,9,23,9/23/1966,11:00:00,9/23/1966 11:00:00,Morning,1966-09-23
fr,Atmospheric,Saturday,1966,9,24,9/24/1966,18:00:00,9/24/1966 18:00:00,Evening,1966-09-24
usa,Underground,Thursday,1966,9,29,9/29/1966,7:45:30,9/29/1966 7:45:30,Morning,1966-09-29
ussr,Underground,Friday,1966,9,30,9/30/1966,8:59:51,9/30/1966 8:59:51,Morning,1966-09-30
fr,Atmospheric,Tuesday,1966,10,4,10/4/1966,22:00:00,10/4/1966 22:00:00,Evening,1966-10-04
usa,Underground,Saturday,1966,10,15,10/15/1966,12:00:00,10/15/1966 12:00:00,Afternoon,1966-10-15
ussr,Underground,Wednesday,1966,10,19,10/19/1966,6:58:00,10/19/1966 6:58:00,Morning,1966-10-19
ussr,Underground,Thursday,1966,10,27,10/27/1966,8:57:58,10/27/1966 8:57:58,Morning,1966-10-27
ussr,Underground,Thursday,1966,10,27,10/27/1966,9:00:00,10/27/1966 9:00:00,Morning,1966-10-27
prc,Atmospheric,Thursday,1966,10,27,10/27/1966,9:10:00,10/27/1966 9:10:00,Morning,1966-10-27
ussr,Underground,Saturday,1966,10,29,10/29/1966,6:58:00,10/29/1966 6:58:00,Morning,1966-10-29
usa,Underground,Saturday,1966,11,5,11/5/1966,6:45:00,11/5/1966 6:45:00,Morning,1966-11-05
usa,Underground,Friday,1966,11,11,11/11/1966,4:00:00,11/11/1966 4:00:00,Night,1966-11-11
usa,Underground,Friday,1966,11,18,11/18/1966,7:02:00,11/18/1966 7:02:00,Morning,1966-11-18
ussr,Underground,Saturday,1966,11,19,11/19/1966,6:58:00,11/19/1966 6:58:00,Morning,1966-11-19
usa,Underground,Tuesday,1966,11,22,11/22/1966,7:00:00,11/22/1966 7:00:00,Morning,1966-11-22
usa,Underground,Saturday,1966,12,3,12/3/1966,4:15:00,12/3/1966 4:15:00,Night,1966-12-03
ussr,Underground,Saturday,1966,12,3,12/3/1966,8:02:00,12/3/1966 8:02:00,Morning,1966-12-03
ussr,Underground,Saturday,1966,12,3,12/3/1966,8:02:00,12/3/1966 8:02:00,Morning,1966-12-03
usa,Underground,Tuesday,1966,12,13,12/13/1966,9:50:00,12/13/1966 9:50:00,Morning,1966-12-13
usa,Underground,Tuesday,1966,12,13,12/13/1966,13:00:00,12/13/1966 13:00:00,Afternoon,1966-12-13
ussr,Underground,Sunday,1966,12,18,12/18/1966,7:58:00,12/18/1966 7:58:00,Morning,1966-12-18
usa,Underground,Tuesday,1966,12,20,12/20/1966,7:30:00,12/20/1966 7:30:00,Morning,1966-12-20
prc,Atmospheric,Wednesday,1966,12,28,12/28/1966,12:00:00,12/28/1966 12:00:00,Afternoon,1966-12-28
usa,Underground,Wednesday,1967,1,18,1/18/1967,6:55:00,1/18/1967 6:55:00,Morning,1967-01-18
usa,Underground,Thursday,1967,1,19,1/19/1967,8:45:00,1/19/1967 8:45:00,Morning,1967-01-19
usa,Underground,Friday,1967,1,20,1/20/1967,9:40:04,1/20/1967 9:40:04,Morning,1967-01-20
usa,Underground,Thursday,1967,1,26,1/26/1967,8:30:00,1/26/1967 8:30:00,Morning,1967-01-26
ussr,Underground,Monday,1967,1,30,1/30/1967,7:02:00,1/30/1967 7:02:00,Morning,1967-01-30
ussr,Underground,Monday,1967,1,30,1/30/1967,7:02:00,1/30/1967 7:02:00,Morning,1967-01-30
usa,Underground,Wednesday,1967,2,8,2/8/1967,7:15:00,2/8/1967 7:15:00,Morning,1967-02-08
usa,Underground,Thursday,1967,2,23,2/23/1967,10:34:00,2/23/1967 10:34:00,Morning,1967-02-23
usa,Underground,Thursday,1967,2,23,2/23/1967,10:50:00,2/23/1967 10:50:00,Morning,1967-02-23
ussr,Underground,Sunday,1967,2,26,2/26/1967,6:58:00,2/26/1967 6:58:00,Morning,1967-02-26
usa,Underground,Thursday,1967,3,2,3/2/1967,7:00:00,3/2/1967 7:00:00,Morning,1967-03-02
usa,Underground,Friday,1967,3,3,3/3/1967,7:19:00,3/3/1967 7:19:00,Morning,1967-03-03
usa,Underground,Friday,1967,3,10,3/10/1967,7:00:00,3/10/1967 7:00:00,Morning,1967-03-10
ussr,Underground,Saturday,1967,3,25,3/25/1967,8:58:01,3/25/1967 8:58:01,Morning,1967-03-25
ussr,Underground,Saturday,1967,3,25,3/25/1967,8:58:01,3/25/1967 8:58:01,Morning,1967-03-25
usa,Underground,Tuesday,1967,4,4,4/4/1967,6:20:00,4/4/1967 6:20:00,Morning,1967-04-04
usa,Underground,Thursday,1967,4,6,4/6/1967,7:00:00,4/6/1967 7:00:00,Morning,1967-04-06
usa,Underground,Friday,1967,4,7,4/7/1967,7:00:00,4/7/1967 7:00:00,Morning,1967-04-07
ussr,Underground,Thursday,1967,4,20,4/20/1967,7:08:00,4/20/1967 7:08:00,Morning,1967-04-20
usa,Underground,Friday,1967,4,21,4/21/1967,7:09:00,4/21/1967 7:09:00,Morning,1967-04-21
usa,Underground,Thursday,1967,4,27,4/27/1967,6:45:00,4/27/1967 6:45:00,Morning,1967-04-27
usa,Underground,Wednesday,1967,5,10,5/10/1967,6:40:00,5/10/1967 6:40:00,Morning,1967-05-10
usa,Underground,Saturday,1967,5,20,5/20/1967,8:00:00,5/20/1967 8:00:00,Morning,1967-05-20
usa,Underground,Tuesday,1967,5,23,5/23/1967,7:00:00,5/23/1967 7:00:00,Morning,1967-05-23
usa,Underground,Friday,1967,5,26,5/26/1967,5:30:00,5/26/1967 5:30:00,Night,1967-05-26
usa,Underground,Friday,1967,5,26,5/26/1967,8:00:02,5/26/1967 8:00:02,Morning,1967-05-26
ussr,Underground,Sunday,1967,5,28,5/28/1967,7:08:00,5/28/1967 7:08:00,Morning,1967-05-28
ussr,Underground,Sunday,1967,5,28,5/28/1967,7:08:00,5/28/1967 7:08:00,Morning,1967-05-28
fr,Atmospheric,Monday,1967,6,5,6/5/1967,20:00:00,6/5/1967 20:00:00,Evening,1967-06-05
prc,Atmospheric,Saturday,1967,6,17,6/17/1967,8:19:08,6/17/1967 8:19:08,Morning,1967-06-17
usa,Underground,Thursday,1967,6,22,6/22/1967,6:10:00,6/22/1967 6:10:00,Morning,1967-06-22
usa,Underground,Monday,1967,6,26,6/26/1967,9:00:00,6/26/1967 9:00:00,Morning,1967-06-26
fr,Atmospheric,Tuesday,1967,6,27,6/27/1967,19:30:00,6/27/1967 19:30:00,Evening,1967-06-27
usa,Underground,Thursday,1967,6,29,6/29/1967,4:25:00,6/29/1967 4:25:00,Night,1967-06-29
ussr,Underground,Thursday,1967,6,29,6/29/1967,5:57:00,6/29/1967 5:57:00,Night,1967-06-29
fr,Atmospheric,Sunday,1967,7,2,7/2/1967,18:30:00,7/2/1967 18:30:00,Evening,1967-07-02
usa,Underground,Friday,1967,7,14,7/14/1967,6:30:00,7/14/1967 6:30:00,Morning,1967-07-14
ussr,Underground,Saturday,1967,7,15,7/15/1967,6:27:00,7/15/1967 6:27:00,Morning,1967-07-15
usa,Underground,Thursday,1967,7,27,7/27/1967,6:00:00,7/27/1967 6:00:00,Morning,1967-07-27
usa,Underground,Friday,1967,8,4,8/4/1967,7:00:00,8/4/1967 7:00:00,Morning,1967-08-04
ussr,Underground,Friday,1967,8,4,8/4/1967,9:58:00,8/4/1967 9:58:00,Morning,1967-08-04
ussr,Underground,Friday,1967,8,4,8/4/1967,9:58:00,8/4/1967 9:58:00,Morning,1967-08-04
usa,Underground,Thursday,1967,8,10,8/10/1967,7:10:00,8/10/1967 7:10:00,Morning,1967-08-10
usa,Underground,Friday,1967,8,18,8/18/1967,13:12:30,8/18/1967 13:12:30,Afternoon,1967-08-18
usa,Underground,Thursday,1967,8,24,8/24/1967,6:30:00,8/24/1967 6:30:00,Morning,1967-08-24
usa,Underground,Thursday,1967,8,31,8/31/1967,9:30:00,8/31/1967 9:30:00,Morning,1967-08-31
ussr,Underground,Saturday,1967,9,2,9/2/1967,7:04:00,9/2/1967 7:04:00,Morning,1967-09-02
usa,Underground,Thursday,1967,9,7,9/7/1967,6:45:00,9/7/1967 6:45:00,Morning,1967-09-07
usa,Underground,Friday,1967,9,15,9/15/1967,10:30:00,9/15/1967 10:30:00,Morning,1967-09-15
ussr,Underground,Saturday,1967,9,16,9/16/1967,7:04:00,9/16/1967 7:04:00,Morning,1967-09-16
usa,Underground,Thursday,1967,9,21,9/21/1967,13:45:00,9/21/1967 13:45:00,Afternoon,1967-09-21
ussr,Underground,Friday,1967,9,22,9/22/1967,8:03:59,9/22/1967 8:03:59,Morning,1967-09-22
usa,Underground,Wednesday,1967,9,27,9/27/1967,10:00:00,9/27/1967 10:00:00,Morning,1967-09-27
ussr,Underground,Friday,1967,10,6,10/6/1967,9:59:58,10/6/1967 9:59:58,Morning,1967-10-06
ussr,Underground,Tuesday,1967,10,17,10/17/1967,8:04:00,10/17/1967 8:04:00,Morning,1967-10-17
ussr,Underground,Tuesday,1967,10,17,10/17/1967,8:04:00,10/17/1967 8:04:00,Morning,1967-10-17
usa,Underground,Wednesday,1967,10,18,10/18/1967,7:30:00,10/18/1967 7:30:00,Morning,1967-10-18
ussr,Underground,Saturday,1967,10,21,10/21/1967,7:59:58,10/21/1967 7:59:58,Morning,1967-10-21
ussr,Underground,Saturday,1967,10,21,10/21/1967,7:59:59,10/21/1967 7:59:59,Morning,1967-10-21
usa,Underground,Wednesday,1967,10,25,10/25/1967,7:30:00,10/25/1967 7:30:00,Morning,1967-10-25
usa,Underground,Wednesday,1967,10,25,10/25/1967,7:30:00,10/25/1967 7:30:00,Morning,1967-10-25
usa,Underground,Wednesday,1967,10,25,10/25/1967,7:45:00,10/25/1967 7:45:00,Morning,1967-10-25
ussr,Underground,Monday,1967,10,30,10/30/1967,9:04:00,10/30/1967 9:04:00,Morning,1967-10-30
usa,Underground,Wednesday,1967,11,8,11/8/1967,7:00:00,11/8/1967 7:00:00,Morning,1967-11-08
ussr,Underground,Wednesday,1967,11,22,11/22/1967,7:04:00,11/22/1967 7:04:00,Morning,1967-11-22
usa,Underground,Wednesday,1967,12,6,12/6/1967,5:00:00,12/6/1967 5:00:00,Night,1967-12-06
ussr,Underground,Friday,1967,12,8,12/8/1967,9:04:00,12/8/1967 9:04:00,Morning,1967-12-08
